,id,cuisine,ingredients_string,pred
34005,43631,italian,tomato sauce garlic boneless skinless chicken breast halves garbanzo beans bay leaf italian seasoning crushed red pepper flakes white sugar olive oil cayenne pepper dried rosemary,italian
12118,7547,italian,cherry tomatoes fresh basil balsamic vinegar grated parmesan cheese baguette green pesto,italian
12094,7156,italian,parmesan cheese coarse salt white wine shallot garlic asparagus butter olive oil ravioli thyme,italian
30740,4717,italian,chicken broth salt ground beef pepper carrot boneless skinless chicken breast halves egg dry bread crumbs onion frozen chopped spinach dry pasta celery,italian
33997,39160,italian,tomato sauce veal cutlets Burgundy wine olive oil all purpose flour pepper butter italian seasoning egg grated parmesan cheese shredded mozzarella cheese,italian
30646,45868,italian,fresh tomatoes french bread fresh basil leaves olive oil salt pepper bacon slices parmesan cheese balsamic vinaigrette,italian
12170,37217,italian,olive oil warm water bread flour sugar salt active dry yeast,italian
34025,4607,italian,tomato paste diced tomatoes fresh parsley dried basil crushed red pepper large shrimp minced garlic linguine onion olive oil salt,italian
30681,38370,italian,whole milk extra virgin olive oil bay leaf balsamic vinegar cr me fra che polenta butter low salt chicken broth wild mushrooms shallot cheese fresh parsley,italian
33983,35972,italian,hot red pepper flakes water lemon zest pea flat leaf parsley fresh basil pinenuts unsalted butter balsamic vinegar green beans warm water asparagus mushroom extra virgin olive oil grape tomatoes minced garlic parmigiano reggiano cheese heavy cream spaghettini,italian
30810,32888,italian,spinach apple cider vinegar black olives plum tomatoes zucchini red pepper herbes de provence cherry tomatoes gluten free spaghetti salt tomato pur e jalapeno chilies brown rice spaghetti yellow peppers,italian
7685,2819,italian,fresh rosemary zucchini green onions olive oil Swanson Vegetable Broth arborio rice asparagus mushroom pepper grated parmesan cheese baby carrots,italian
33936,47888,italian,salt large eggs fresh mint olive oil garlic cloves grated parmesan cheese wild mushrooms,italian
11973,35963,italian,olive oil cannellini beans fresh parmesan cheese fresh lemon juice ground pepper garlic cloves kale roasted red peppers rigatoni,italian
11979,30851,italian,red bell pepper balsamic vinegar fresh basil leaves yellow bell pepper olive oil orange peel,italian
7718,24813,italian,baking powder salt milk butter lemon juice egg ricotta cheese all purpose flour lemon zest vanilla extract white sugar,italian
7715,238,italian,boneless skinless chicken breast halves basil pesto sauce prosciutto,italian
30799,38350,italian,lemon angel hair garlic basil pepper garlic salt,italian
11945,18120,italian,dried currants olive oil grated parmesan cheese garlic cloves pinenuts finely chopped onion sweet italian sausage bread crumb fresh ground black pepper diced tomatoes spaghetti fresh basil milk large eggs chopped onion,italian
30822,22314,italian,cooking spray sugar peach slices fat free ice cream hazelnut bittersweet chocolate,italian
7677,34302,italian,romaine lettuce fresh parmesan cheese worcestershire sauce fresh lemon juice water large eggs garlic cloves olive oil red wine vinegar crouton pepper dijon mustard anchovy paste,italian
7642,42126,italian,fresh basil eggplant milk rotelle seasoned bread crumbs grated parmesan cheese olive oil shredded mozzarella cheese,italian
33981,21366,italian,cremini mushrooms chopped fresh thyme fresh parsley shiitake salt olive oil diced tomatoes shallot garlic cloves,french
30794,15454,italian,extra virgin olive oil ground pepper kale grated lemon zest coarse salt,italian
11990,34848,italian,cream garlic fresh basil olive oil red bell pepper crushed tomatoes penne pasta sugar roma tomatoes,italian
7670,18853,italian,egg small curd cottage cheese grated parmesan cheese salt dried oregano crushed tomatoes minced onion ground pork fresh parsley tomato sauce ground black pepper lean ground beef shredded mozzarella cheese dried basil lasagna noodles garlic white sugar,italian
30786,4467,italian,water dry red wine low sodium soy sauce olive oil honey onion rosemary sprigs balsamic vinegar,italian
6641,14960,italian,kosher salt fusilli fresh parsley ground black pepper garlic cloves parmigiano reggiano cheese cooking spray fresh lemon juice prosciutto extra virgin olive oil frozen peas,italian
29736,30225,italian,solid white tuna feta cheese crumbles pinenuts linguine fresh basil extra virgin olive oil sun dried tomatoes in oil sliced black olives garlic cloves,italian
29732,47686,italian,olive oil butter garlic cloves clam grated parmesan cheese linguine italian seasoning fresh basil dry white wine fresh mushrooms ground black pepper red pepper fresh parsley,italian
13388,28155,italian,mascarpone salt pepper green onions tomato basil sauce wide egg noodles lean ground beef sour cream parmesan cheese large garlic cloves,italian
29728,15806,italian,sugar olive oil green onions bread flour black pepper dry yeast salt warm water fresh parmesan cheese balsamic vinegar tomato salad greens cooking spray provolone cheese,italian
34766,38059,italian,crushed tomatoes balsamic vinegar fresh basil finely chopped onion dried oregano tomato paste ground black pepper garlic cloves white wine cooking spray,italian
29727,37083,italian,garlic cloves butter coarse kosher salt baby spinach leaves low salt chicken broth all purpose flour polenta,italian
13404,3842,italian,olive oil freshly ground pepper garlic large shrimp grated parmesan cheese fresh parsley seasoning salt dry bread crumbs,italian
29759,36900,italian,ground black pepper crushed red pepper pasta center cut bacon oil kale large garlic cloves fresh lemon juice parmigiano reggiano cheese salt,italian
29747,35107,italian,ground black pepper extra virgin olive oil basil leaves red pepper flakes grated parmesan cheese red bell pepper,italian
13407,180,italian,bread  cut french into loaf hellmann  or best food real mayonnais boneless chicken cutlet zucchini wish bone,italian
29657,45345,italian,pepper extra virgin olive oil onion tomato active dry yeast all purpose flour mozzarella cheese radicchio Sangiovese minced garlic salt fresh basil leaves,italian
6600,35796,italian,grated parmesan cheese mozzarella cheese Italian seasoned breadcrumbs risotto vegetable oil large eggs,italian
34781,73,italian,egg ricotta cheese mozzarella cheese salt pasta sauce pecorino romano cheese pasta eggplant,italian
29706,28786,italian,fat free lemon curd orange liqueur light cream cheese powdered sugar,indian
13419,48347,italian,tomato paste chopped celery elbow macaroni garbanzo beans chopped onion flat leaf parsley grated parmesan cheese garlic cloves bay leaf olive oil crushed red pepper low salt chicken broth,italian
29695,3714,italian,tomato paste white onion butter all purpose flour sausage links crushed tomatoes sea salt chicken broth water heavy cream black pepper yukon gold potatoes garlic,italian
13238,28682,italian,prebaked pizza crusts broccoli florets garlic cloves fresh basil part skim mozzarella cheese purple onion kosher salt portabello mushroom red bell pepper olive oil crushed red pepper olive oil flavored cooking spray,italian
29849,27348,italian,italian style stewed tomatoes garlic ground black pepper sliced carrots chopped cilantro fresh sausage links zucchini beef broth great northern beans white hominy salt,italian
34707,20838,italian,ground black pepper red wine vinegar pinenuts dry white wine extra virgin olive oil lower sodium chicken broth fennel bulb raisin kosher salt chicken cutlets dried rosemary,italian
6719,21648,italian,pasta garlic cloves olive oil fresh spinach vegan parmesan cheese chestnut mushrooms,italian
13256,44105,italian,pepperoni slices pepperoni basil sausage water shredded mozzarella cheese tomato sauce penne pasta,italian
29837,19106,italian,spanish onion finely chopped fresh parsley yellow bell pepper kosher salt ground black pepper grated parmesan cheese rotini olive oil green bell pepper  slice garlic cloves crushed tomatoes broiler chicken crimini mushrooms,italian
29834,35868,italian,caper pecorino romano cheese olive oil low salt chicken broth kosher salt garlic cloves russet potatoes onion,italian
34704,37821,italian,sugar fresh lemon juice honeydew melon prosecco,italian
13234,44207,italian,egg dried basil salt Italian cheese mild Italian sausage dried oregano pasta sauce ground black pepper yellow onion pasta minced garlic ricotta cheese,italian
13228,16413,italian,olive oil baguette plum tomatoes garlic cloves,italian
13208,20185,italian,mozzarella cheese red pepper flakes pepperoni pepper salt dried basil green pepper tomato sauce unsalted butter pizza doughs,italian
34688,47045,italian,olive oil clam juice salt bay scallops crushed red pepper flakes fresh parsley sun dried tomatoes butter medium shrimp pasta lemon zest garlic,italian
34696,31533,italian,large egg yolks russet potatoes grated lemon peel fresh sage grated parmesan cheese all purpose flour ground nutmeg butter ground black pepper salt,italian
29779,38563,italian,frozen chopped spinach diced tomatoes celery dried beans carrot pasta beef broth italian seasoning parmesan cheese dried minced onion,italian
6706,38780,italian,dried pasta bay leaf tomato pecorino romano cheese chile freshly ground pepper guanciale dry white wine,italian
13652,39735,italian,mussel olive oil bay leaves squid onion tentacle fennel bulb clam juice shrimp cod kosher salt whole peeled tomatoes crushed red pepper flakes country bread fennel seeds ground black pepper dry white wine garlic cloves dried oregano,italian
6485,9216,italian,fresh basil bay scallops bottled clam juice garlic cloves tomato olive oil shrimp penne whipping cream,italian
29539,34472,italian,extra virgin olive oil lemon fine sea salt crushed red pepper flakes tomato garlic,italian
34854,40193,italian,rosemary sprigs red bell pepper balsamic vinegar green bell pepper yellow bell pepper olive oil onion,italian
29536,38812,italian,fettucine salt parmigiano reggiano cheese freshly ground pepper unsalted butter grated nutmeg heavy cream tagliatelle,italian
29532,12004,italian,egg substitute    low fat milk garlic cloves bacon slices salt black pepper linguine chopped onion grated parmesan cheese crushed red pepper,italian
13640,35506,italian,egg yolks salt sugar baking powder unsalted butter lemon egg whole milk all purpose flour,british
34866,1383,italian,olive oil shrimp sugar cilantro white kidney beans dried tarragon leaves red wine vinegar plum tomatoes dried basil purple onion,italian
