,id,cuisine,ingredients_string,pred
22543,38084,mexican,sugar large egg yolks vanilla beans half   half kahl a sesame seeds cream of tartar large egg whites pepitas,french
24929,15583,mexican,soy sauce unsalted butter ground pork cream cheese egg olive oil sherry salt ground cardamom curry powder finely chopped onion garlic ground coriander sugar shiitake golden raisins all purpose flour corn starch,indian
16360,1590,mexican,honey yam butter white sugar,chinese
23440,12713,mexican,rice water brown sugar sauce,japanese
26851,22389,mexican,olive oil heavy cream penne pasta low sodium chicken broth garlic bell pepper diced tomatoes fajita seasoning mix diced onions boneless skinless chicken breasts salt,italian
18061,2206,mexican,pepper vegetable oil onion dijon mustard green pepper yellow squash white wine vinegar sugar jicama orange juice,southern_us
18787,17694,mexican,kosher salt unsalted butter powdered sugar active dry yeast extra virgin olive oil Gold Medal Flour granulated sugar warm water honey canola oil,italian
18079,16766,mexican,green chile cream style corn baking powder chopped cilantro fresh large egg whites finely chopped onion salt pepper frozen whole kernel corn shredded sharp cheddar cheese yellow corn meal yellow squash cooking spray garlic cloves,southern_us
18717,20559,mexican,broiler fryer chicken paprika long grain white rice chicken stock ground black pepper yellow onion olive oil salt oregano tomato paste flour garlic cloves,cajun_creole
17996,18941,mexican,loosely packed fresh basil leaves cantaloupe fresh lemon juice,italian
17853,29832,mexican,pepper jack vegetable oil won ton wrappers,chinese
18206,29007,mexican,egg whites cocktail cherries sweetened condensed milk milk baking powder heavy whipping cream egg yolks all purpose flour evaporated milk vanilla extract white sugar,irish
18281,27857,mexican,natural peanut butter sesame seeds sea salt yellow onion chicken broth black pepper chili powder paprika brownie ground cloves chicken breasts diced tomatoes cayenne pepper coconut oil sweetener cinnamon garlic bay leaf,southern_us
18234,21803,mexican,pepperidge farm puff pastry sheets prego traditional italian sauce pitted olives pace picante sauce shredded cheddar cheese shredded mozzarella cheese,italian
18631,28275,mexican,sugar milk pure vanilla extract baking soda water,southern_us
23674,33263,mexican,chile pepper egg garlic butter sweet onion lobster tails,southern_us
17394,21319,mexican,frying oil egg salt avocado vegetable oil bread crumbs,filipino
25411,42055,mexican,buttermilk whipping cream,southern_us
26625,17335,mexican,olive oil clove garlic  fine chop sausage grated parmesan cheese salt stock chili powder rice ground black pepper button mushrooms onion,italian
22857,22649,mexican,finely chopped onion canola oil pepper salt egg seed shredded cheddar cheese shredded zucchini,french
25369,45935,mexican,pecan halves egg whites corn starch ground cinnamon ground cloves ground allspice powdered sugar ground red pepper cold water vegetable oil cooking spray salt,southern_us
18926,12722,mexican,fresh orange juice granulated sugar pumpkin seeds paprika firmly packed light brown sugar salt,southern_us
26540,23319,mexican,chopped fresh mint sugar ice cold water fresh pineapple fresh lime juice,southern_us
17697,34710,mexican,tomato juice salt ice cubes coarse salt hot pepper sauce beer soy sauce lemon,filipino
20149,5650,mexican,pasta sauce grated parmesan cheese taco shells angel hair,italian
24643,2326,mexican,milk extra sharp cheddar cheese green bell pepper salt sausage casings unsalted butter cavatappi all purpose flour,italian
24412,20042,mexican,green bell pepper large eggs beef broth onion pepper pimento garlic cloves ground cumin ground round shredded cabbage hot sauce chopped cilantro fresh tomato zucchini salt carrot,spanish
27936,9740,mexican,black pepper ginger jalapeno chilies juice peach salt sugar shallot chopped fresh mint,southern_us
20687,20912,mexican,tomato bacon red chile sauce pink beans brown sugar dry mustard minced garlic onion,southern_us
28169,36253,mexican,egg vanilla sugar brown sugar salt evaporated milk,filipino
20229,49277,mexican,dough scallion large eggs sharp cheddar cheese unsalted butter canadian bacon,italian
24516,22908,mexican,red wine vinegar garlic cloves honey extra virgin olive oil ancho chile pepper fresh orange juice tamarind concentrate black cod fillets dry mustard hot water,spanish
20521,28789,mexican,egg oil biscuit dough ground turkey tomato sauce cajun seasoning mix grated jack cheese onion,cajun_creole
24340,16100,mexican,egg mozzarella cheese onion cheddar cheese tortilla shells pasta sauce parmesan cheese cottage cheese ground beef,italian
27865,48222,mexican,garlic salt and ground black pepper onion olive oil squash potato boneless skinless chicken breast halves,filipino
15854,34619,mexican,onion kosher salt dried black beans canola oil garlic,brazilian
14935,42225,mexican,shredded cheddar cheese blue cheese chive cayenne pepper sauce cooked chicken lemon juice light mayonnaise,southern_us
29181,49667,moroccan,celery stick lemon plum tomatoes frozen broad beans onion olive oil chickpea ground cumin vegetable stock coriander,indian
22411,43960,moroccan,large eggs all purpose unbleached flour ice water large shrimp corn oil salt mayonaise lemon,chinese
17470,38820,moroccan,raw honey hot water mint leaves hibiscus,mexican
15336,27537,moroccan,sugar pepper turnip salt cooking liquid,southern_us
28660,22299,moroccan,orange fresh orange juice fresh lemon juice ricotta salata red wine vinegar orange flower water grated orange peel shallot purple onion arugula oil cured black olives extra virgin olive oil fresh mint,italian
72,699,moroccan,ground cloves whole nutmegs ground ginger ground coriander ground cinnamon ground cardamom ground black pepper ground cumin,indian
29644,25089,moroccan,eggplant salt tahini fresh lemon juice ground black pepper greek style plain yogurt olive oil paprika,greek
33437,45815,moroccan,sugar water dry roasted peanuts rose water,indian
6287,12131,moroccan,sugar ground almonds cinnamon flour butter,mexican
21398,24679,moroccan,olive oil meyer lemon coarse salt,italian
19287,39942,moroccan,pitted black olives olive oil chickpea bay leaf ground cumin black peppercorns fresh coriander cinnamon cumin seed coriander fig vegetable stock green chilies onion spinach orange salt black mustard seeds chopped garlic,indian
31756,37274,moroccan,olive oil cayenne pepper chopped cilantro fresh swordfish steaks large garlic cloves garlic cloves caraway seeds lime wedges ground coriander nonfat yogurt chopped onion,indian
10662,3589,moroccan,garbanzo beans lemon juice chili powder chicken green onions red bell pepper olive oil cilantro ground cumin,mexican
4005,163,moroccan,pinenuts fresh ginger cinnamon garlic fresh parsley leaves chopped parsley mint water large eggs cilantro salt smoked paprika sumac feta cheese lemon purple onion ground cardamom ground lamb plain dry bread crumb olive oil tahini cracked black pepper cilantro leaves fresh mint,greek
30178,8032,moroccan,olive oil cuminseed caraway seeds coarse salt red bell pepper oil cured black olives dried chile coriander seeds garlic cloves,brazilian
28205,6211,moroccan,tomato sauce elbow macaroni pasta sauce broccoli cauliflower grated parmesan cheese part skim mozzarella whipping cream,italian
26849,43882,moroccan,ground cinnamon cooking spray salt chopped cilantro fresh sliced almonds chicken breasts ground coriander polenta fat free yogurt ground red pepper all purpose flour ground turmeric olive oil raisin low salt chicken broth ground cumin,indian
6612,1359,moroccan,large garlic cloves ground cumin cornish game hens cayenne pepper peeled fresh ginger ground coriander salt,indian
10462,5954,moroccan,lemon kosher salt fresh lemon juice,italian
26916,13480,moroccan,chopped tomatoes cilantro cinnamon sticks olive oil vegetable stock chickpea onion pepper sweet potatoes salt red bell pepper eggplant raisin garlic cloves,spanish
13977,32163,moroccan,kosher salt all purpose flour dry yeast cooking spray warm water extra virgin olive oil,italian
17379,3262,moroccan,olive oil dry bread crumbs fresh lemon juice ground cumin bean threads green onions sweet paprika fresh parsley fresh chives butter garlic cloves chopped cilantro fresh medium shrimp uncook sauce phyllo pastry,greek
32138,17035,moroccan,tomato paste olive oil chopped parsley cumin pepper crushed garlic onion tomato cannellini beans chopped cilantro water salt ground turmeric,italian
21574,42633,moroccan,Italian parsley leaves fresh mint ground black pepper extra virgin olive oil kosher salt ginger jalapeno chilies cilantro leaves,italian
3516,30441,moroccan,medjool date marzipan powdered sugar color food green,irish
560,15264,moroccan,ground cloves ground coriander ground ginger ground black pepper ground nutmeg ground turmeric ground cinnamon ground allspice,jamaican
39396,22398,moroccan,olive oil salt parsley sprigs large garlic cloves onion tomato pur e ground pepper ground beef chili pepper paprika ground cumin,spanish
26744,44717,moroccan,preserved lemon olive oil salt carrot pepper golden raisins ground coriander ground cumin slivered almonds red cabbage greek style plain yogurt feta cheese crumbles ground cinnamon honey purple onion lemon juice,greek
34200,33958,moroccan,sugar boiling water green tea bags fresh mint,southern_us
32955,28632,moroccan,pepper parsley cayenne pepper sugar chopped tomatoes garlic olive oil kalamata fish white onion roasted red peppers salt,french
20485,14154,moroccan,brandy ground black pepper light brown sugar honey onion kosher salt golden raisins ground cinnamon olive oil,southern_us
30899,44939,moroccan,water lemon kosher salt,italian
1924,6716,moroccan,paprika cayenne coriander cinnamon allspice clove cardamom,indian
11741,1246,moroccan,ground ginger cilantro sprigs curry powder roasting chickens kosher salt cayenne pepper olive oil ground cumin,indian
26315,42321,moroccan,black pepper grassfed beef salt smoked paprika anise seed pepper cinnamon garlic cloves cumin white pepper onion powder yellow onion coriander tomato sauce garlic powder ginger fat,mexican
8553,35296,moroccan,salt bay leaves coriander seeds cumin seed lemon,indian
28961,27293,moroccan,fresh rosemary chicken sherry vinegar kosher salt rub extra virgin olive oil,southern_us
13213,13889,moroccan,tea bags water sugar mint leaves,southern_us
18732,18685,moroccan,chili flakes olive oil ground coriander seedless red grapes curry powder garlic leg of lamb black pepper paprika lemon juice ground cumin dried thyme salt flat leaf parsley,indian
13142,23816,moroccan,hot pepper sauce pimento stuffed green olives mayonaise lemon peel,southern_us
1819,26944,moroccan,ground cinnamon red wine vinegar fresh parsley olive oil brown lentils boneless skinless chicken breast halves water salt onion chili powder garlic cloves ground cumin,mexican
26417,37144,moroccan,dry yeast oil warm water butter semolina salt sugar flour,italian
32647,35325,moroccan,water seed sugar beef salt vidalia onion honey cinnamon sugar pea dried apricot sauce,southern_us
13470,2402,moroccan,warm water chopped fresh thyme salt chopped fresh mint olive oil kalamata flat leaf parsley black pepper large garlic cloves fresh lemon juice chicken broth red grape extra virgin olive oil couscous,greek
1409,12112,moroccan,coriander seeds ground cumin cayenne quinoa tumeric salt,indian
